X,Y,NOME_UF,TIPO,DATA_INI_U,DATA_INI_1,ACES,ULS,ARS,COD_POSTAL,COD_POST_1,DES_FREGUE,DES_CONCEL,WGS84_LAT_,WGS84_LONG,field_14,icon_url
-8.56068,41.3578,USF Ribeir?o,USF-B,5/16/2011,08-01-15,ACES Ave / Famalic?o,,ARS Norte,4760-715,Ribeir?o,Ribeir?o,Vila Nova de Famalic?o,41.357799999999997,-8.560680000000000,BRAGA,./0.png
-8.37712,41.2773,USF Terras de Ferreira,USF-B,4/21/2011,08-01-15,ACES Vale do Sousa Norte,,ARS Norte,4590-612,Pa‡os de Ferreira,Pa‡os de Ferreira,Pa‡os de Ferreira,41.277299999999997,-8.377120000000000,PORTO,./0.png
-8.64858,41.1544,USF Porto Douro,USF-B,05-09-11,08-01-15,ACES Porto Ocidental,,ARS Norte,4150-701,Porto,Uni?o das freguesias de Lordelo do Ouro e Massarelos,Porto,41.154400000000003,-8.648580000000001,PORTO,./0.png
-8.62078,41.1542,USF Bom Porto,USF-B,05-09-11,08-01-15,ACES Porto Ocidental,,ARS Norte,4050-046,Porto,"Uni?o das freguesias de Cedofeita, Santo Ildefonso, S‚, Miragaia, S?o Nicolau e Vit¢ria",Porto,41.154200000000003,-8.620780000000000,PORTO,./0.png
-8.03745,41.1604,USF Bai?o,USF-B,6/21/2011,08-01-15,ACES Baixo Tƒmega,,ARS Norte,4640-160,Bai?o,Uni?o das freguesias de Campelo e Ovil,Bai?o,41.160400000000003,-8.037450000000000,PORTO,./0.png
-8.58025,40.8348,USF Alpha,USF-B,12/29/2009,07-01-15,ACES Baixo Vouga,,ARS Centro,3880-501,V lega,V lega,Ovar,40.834800000000001,-8.580249999999999,AVEIRO,./0.png
-7.41844,37.1903,USF Esteva,USF-A,09-01-15,09-01-15,ACES Algarve Sotavento,,ARS Algarve,8900-211,Vila Real de Santo Ant¢nio,Vila Real de Santo Ant¢nio,Vila Real de Santo Ant¢nio,37.190300000000001,-7.418440000000000,FARO,./0.png
-8.41344,40.2126,UCSP Celas,UCSP,8/31/2015,8/31/2015,ACES Baixo Mondego,,ARS Centro,3000-011,Coimbra,"Uni?o das freguesias de Coimbra (S‚ Nova, Santa Cruz, Almedina e S?o Bartolomeu)",Coimbra,40.212600000000002,-8.413440000000000,COIMBRA,./0.png
0,0,UCSP Aguiar da Beira,UCSP,8/24/2015,8/24/2015,ACES D?o Laf?es,,ARS Centro,3570-025,Aguiar da Beira,Uni?o das freguesias de Aguiar da Beira e Coruche,Aguiar da Beira,,,GUARDA,./0.png
-7.98628,40.4378,UCSP Carregal do Sal,UCSP,8/24/2015,8/24/2015,ACES D?o Laf?es,,ARS Centro,3430-261,Carregal do Sal,Oliveira do Conde,Carregal do Sal,40.437800000000003,-7.986280000000000,VISEU,./0.png
-7.92744,40.8993,UCSP Castro Daire,UCSP,8/17/2015,8/17/2015,ACES D?o Laf?es,,ARS Centro,3600-180,Castro Daire,Castro Daire,Castro Daire,40.899299999999997,-7.927440000000000,VISEU,./0.png
-7.7016,40.6754,UCSP Penalva do Castelo,UCSP,8/24/2015,8/24/2015,ACES D?o Laf?es,,ARS Centro,3550-185,Penalva do Castelo,?nsua,Penalva do Castelo,40.675400000000003,-7.701600000000000,VISEU,./0.png
-8.06152,40.7599,UCSP S?o Pedro do Sul,UCSP,5/18/2015,5/18/2015,ACES D?o Laf?es,,ARS Centro,3660-511,S?o Pedro do Sul,"Uni?o das freguesias de S?o Pedro do Sul, V rzea e Bai?es",S?o Pedro do Sul,40.759900000000002,-8.061520000000000,VISEU,./0.png
-7.72905,40.7409,UCSP S t?o,UCSP,7/27/2015,7/27/2015,ACES D?o Laf?es,,ARS Centro,3560-156,S t?o,S t?o,S t?o,40.740900000000003,-7.729050000000000,VISEU,./0.png
-7.728,40.8499,UCSP Vila Nova de Paiva,UCSP,8/24/2015,8/24/2015,ACES D?o Laf?es,,ARS Centro,3650-221,Vila Nova de Paiva,"Uni?o das freguesias de Vila Nova de Paiva, Alhais e Fr guas",Vila Nova de Paiva,40.849899999999998,-7.728000000000000,VISEU,./0.png
-8.1141,40.7224,UCSP Vouzela,UCSP,5/18/2015,5/18/2015,ACES D?o Laf?es,,ARS Centro,3670-257,Vouzela,Uni?o das freguesias de Vouzela e Pa‡os de Vilharigues,Vouzela,40.722400000000000,-8.114100000000001,VISEU,./0.png
-8.66834,41.1753,USF Aldoar,USF-A,9/25/2015,9/25/2015,ACES Porto Ocidental,,ARS Norte,4100-503,Porto,"Uni?o das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,41.175300000000000,-8.668340000000001,PORTO,./0.png
-8.64858,41.1544,USF Lordelo do Ouro,USF-A,9/25/2015,9/25/2015,ACES Porto Ocidental,,ARS Norte,4150-701,Porto,Uni?o das freguesias de Lordelo do Ouro e Massarelos,Porto,41.154400000000003,-8.648580000000001,PORTO,./0.png
-8.5048,40.8763,USF Alian‡a,USF-A,9/15/2015,9/15/2015,ACES Aveiro Norte,,ARS Norte,3720-350,Cucuj?es,Vila de Cucuj?es,Oliveira de Azem‚is,40.876300000000001,-8.504799999999999,AVEIRO,./0.png
-9.19344,38.7608,USF Novo Mirante,USF-A,09-09-15,09-09-15,ACES Loures / Odivelas,,ARS Lisboa e Vale do Tejo,1500-210,Lisboa,Carnide,Lisboa,38.760800000000003,-9.193440000000001,LISBOA,./0.png
-9.10882,38.7909,USF Sacav‚m,USF-A,9/14/2015,9/14/2015,ACES Loures / Odivelas,,ARS Lisboa e Vale do Tejo,2685-101,Sacav‚m,Uni?o das freguesias de Sacav‚m e Prior Velho,Loures,38.790900000000001,-9.108820000000000,LISBOA,./0.png
-9.13136,38.7365,USF Fonte Luminosa,USF-A,09-01-15,09-01-15,ACES Lisboa Central,,ARS Lisboa e Vale do Tejo,1900-181,Lisboa,Areeiro,Lisboa,38.736499999999999,-9.131360000000001,LISBOA,./0.png
-8.46008,40.1938,UCSP Dr. Manuel Cunha,UCSP,9/28/2015,9/28/2015,ACES Baixo Mondego,,ARS Centro,3045-059,Coimbra,Uni?o das freguesias de S?o Martinho do Bispo e Ribeira de Frades,Coimbra,40.193800000000003,-8.460080000000000,COIMBRA,./0.png
-8.05455,40.2159,UCSP Arganil,UCSP,9/21/2015,9/21/2015,ACES Pinhal Interior Norte,,ARS Centro,3300-036,Arganil,Arganil,Arganil,40.215899999999998,-8.054550000000001,COIMBRA,./0.png
-8.11004,40.1569,UCSP G¢is,UCSP,9/28/2015,9/28/2015,ACES Pinhal Interior Norte,,ARS Centro,3330-301,G¢is,G¢is,G¢is,40.156900000000000,-8.110040000000000,COIMBRA,./0.png
-8.32767,40.0902,UCSP Miranda do Corvo,UCSP,9/14/2015,9/14/2015,ACES Pinhal Interior Norte,,ARS Centro,3220-423,Semide,Uni?o das freguesias de Semide e Rio Vide,Miranda do Corvo,40.090200000000003,-8.327669999999999,COIMBRA,./0.png
-7.85705,40.356,UCSP Oliveira do Hospital,UCSP,9/28/2015,9/28/2015,ACES Pinhal Interior Norte,,ARS Centro,3400-057,Oliveira do Hospital,Uni?o das freguesias de Oliveira do Hospital e S?o Paio de Grama‡os,Oliveira do Hospital,40.356000000000002,-7.857050000000000,COIMBRA,./0.png
-7.97447,40.0913,UCSP Pampilhosa da Serra,UCSP,9/28/2015,9/28/2015,ACES Pinhal Interior Norte,,ARS Centro,3320-206,Pampilhosa da Serra,Pampilhosa da Serra,Pampilhosa da Serra,40.091299999999997,-7.974470000000000,COIMBRA,./0.png
-8.0217,40.3624,UCSP T bua,UCSP,9/14/2015,9/14/2015,ACES Pinhal Interior Norte,,ARS Centro,3420-341,T bua,T bua,T bua,40.362400000000001,-8.021699999999999,COIMBRA,./0.png
-8.14424,39.9225,UCSP Pedr¢g?o Grande,UCSP,9/28/2015,9/28/2015,ACES Pinhal Interior Norte,,ARS Centro,3270-115,Pedrog?o Grande,Pedr¢g?o Grande,Pedr¢g?o Grande,39.922499999999999,-8.144240000000000,LEIRIA,./0.png
-8.48619,42.0691,UCSP Mon‡?o,UCSP,3/20/2007,3/20/2007,ACES Alto Minho,ULS Alto Minho,ARS Norte,4950-404,Mon‡?o,Uni?o das freguesias de Mon‡?o e Troviscoso,Mon‡?o,42.069099999999999,-8.486190000000001,VIANA DO CASTELO,./0.png
-8.47948,41.4102,USF Antonina,USF-A,10-12-15,10-12-15,ACES Ave / Famalic?o,,ARS Norte,4770-449,Requi?o,Requi?o,Vila Nova de Famalic?o,41.410200000000003,-8.479480000000001,BRAGA,./0.png
0,0,UCSP Vale de S?o Cosme,UCSP,10/15/2015,10/15/2015,ACES Ave / Famalic?o,,ARS Norte,4770-577,VALE S. COSME,,,,,#N/A,./0.png
-8.38454,39.8212,UCSP Alvai zere,UCSP,10-05-15,10-05-15,ACES Pinhal Interior Norte,,ARS Centro,3250-111,Alvai zere,Alvai zere,Alvai zere,39.821199999999997,-8.384539999999999,LEIRIA,./0.png
-8.43705,39.9136,UCSP Ansi?o,UCSP,10-01-15,10-01-15,ACES Pinhal Interior Norte,,ARS Centro,3240-148,Ansi?o,Ansi?o,Ansi?o,39.913600000000002,-8.437049999999999,LEIRIA,./0.png
-8.6469,40.6319,USF Aveiro-Aradas,USF-A,10-01-15,10-01-15,ACES Baixo Vouga,,ARS Centro,3810-042,Aveiro,Uni?o das freguesias de Gl¢ria e Vera Cruz,Aveiro,40.631900000000002,-8.646900000000000,AVEIRO,./0.png
-8.67623,40.5528,USF Senhora de Vagos,USF-A,10-01-15,10-01-15,ACES Baixo Vouga,,ARS Centro,3840-404,Vagos,Uni?o das freguesias de Vagos e Santo Ant¢nio,Vagos,40.552799999999998,-8.676230000000000,AVEIRO,./0.png
-7.91505,40.6591,USF Viseu Cidade,USF-B,7/28/2009,11-01-15,ACES D?o Laf?es,,ARS Centro,3514-511,Viseu,Viseu,Viseu,40.659100000000002,-7.915050000000000,VISEU,./0.png
-8.61259,41.1695,USF Arca d'?gua,USF-B,04-02-12,10-01-15,ACES Porto Oriental,,ARS Norte,4200-510,Porto,Paranhos,Porto,41.169499999999999,-8.612590000000001,PORTO,./0.png
-8.49586,40.8955,USF Vale do Vouga,USF-B,12/14/2009,10-01-15,ACES Aveiro Norte,,ARS Norte,3700-298,S?o Jo?o da Madeira,S?o Jo?o da Madeira,S?o Jo?o da Madeira,40.895499999999998,-8.495860000000000,AVEIRO,./0.png
-9.31784,38.6933,USF Conde de Oeiras,USF-B,7/30/2009,11-01-15,ACES Lisboa Ocidental e Oeiras,,ARS Lisboa e Vale do Tejo,2780-163,Oeiras,"Uni?o das freguesias de Oeiras e S?o Juli?o da Barra, Pa‡o de Arcos e Caxias",Oeiras,38.693300000000001,-9.317840000000000,LISBOA,./0.png
-8.82168,38.5235,USF Sado,USF-A,10/30/2015,10/30/2015,ACES Arr bida,,ARS Lisboa e Vale do Tejo,2910-357,Set£bal,Set£bal (S?o Sebasti?o),Set£bal,38.523499999999999,-8.821680000000001,SET?BAL,./0.png
-8.89381,38.5235,USF Lu¡sa Todi,USF-B,10/14/2011,11-01-15,ACES Arr bida,,ARS Lisboa e Vale do Tejo,2900-205,Set£bal,"Uni?o das freguesias de Set£bal (S?o Juli?o, Nossa Senhora da Anunciada e Santa Maria da Gra‡a)",Set£bal,38.523499999999999,-8.893810000000000,SET?BAL,./0.png
-8.21222,40.0021,UCSP Castanheira de Pˆra,UCSP,11/23/2015,11/23/2015,ACES Pinhal Interior Norte,,ARS Centro,3280-013,Castanheira de Pˆra,Uni?o das freguesias de Castanheira de Pˆra e Coentral,Castanheira de Pˆra,40.002099999999999,-8.212220000000000,LEIRIA,./0.png
-8.41373,40.1948,USF Pulsar,USF-A,12-01-15,12-01-15,ACES Baixo Mondego,,ARS Centro,3030-193,Coimbra,Santo Ant¢nio dos Olivais,Coimbra,40.194800000000001,-8.413729999999999,COIMBRA,./0.png
-7.87871,41.4088,USF Senhora da Gra‡a,USF-A,12/14/2015,12/14/2015,ACES Alto Ave,,ARS Norte,4880-168,Mondim de Basto,S?o Crist¢v?o de Mondim de Basto,Mondim de Basto,41.408799999999999,-7.878710000000000,VILA REAL,./0.png
-8.07871,41.2713,USF Amadeo de Souza Cardoso,USF-A,12/14/2015,12/14/2015,ACES Baixo Tƒmega,,ARS Norte,4600-093,Amarante,"Uni?o das freguesias de Amarante (S?o Gon‡alo), Madalena, Cepelos e Gat?o",Amarante,41.271299999999997,-8.078709999999999,PORTO,./0.png
-8.62513,41.1265,USF Bar?o do Corvo,USF-A,12/17/2015,12/17/2015,ACES Gaia,,ARS Norte,4400-037,Vila Nova de Gaia,Uni?o das freguesias de Santa Marinha e S?o Pedro da Afurada,Vila Nova de Gaia,41.126500000000000,-8.625130000000000,PORTO,./0.png
-8.26705,41.0399,USF Paiva Douro,USF-A,12/31/2015,12/31/2015,ACES Vale do Sousa Sul,,ARS Norte,4550-146,Castelo de Paiva,Uni?o das freguesias de Sobrado e Bairros,Castelo de Paiva,41.039900000000003,-8.267049999999999,AVEIRO,./0.png
-8.62593,41.2332,USF Terras da Maia,USF-A,12/30/2015,12/30/2015,ACES Maia / Valongo,,ARS Norte,4470-151,Maia,Cidade da Maia,Maia,41.233199999999997,-8.625930000000000,PORTO,./0.png
-7.56846,41.6435,USF Vidago,USF-A,12/28/2015,12/28/2015,ACES Alto Tƒmega e Barroso,,ARS Norte,5425-355,Vidago,"Vidago (Uni?o das freguesias de Vidago, Arcoss¢, Selhariz e Vilarinho das Paranheiras)",Chaves,41.643500000000003,-7.568460000000000,VILA REAL,./0.png
-7.79243,41.1659,USF R‚gua,USF-A,12/30/2015,12/30/2015,ACES Mar?o e Douro Norte,,ARS Norte,5050-275,Peso da R‚gua,Uni?o das freguesias de Peso da R‚gua e Godim,Peso da R‚gua,41.165900000000001,-7.792430000000000,VILA REAL,./0.png
-7.79243,41.1659,USF do Douro,USF-A,12/30/2015,12/30/2015,ACES Mar?o e Douro Norte,,ARS Norte,5050-275,Peso da R‚gua,Uni?o das freguesias de Peso da R‚gua e Godim,Peso da R‚gua,41.165900000000001,-7.792430000000000,VILA REAL,./0.png
-8.20287,41.3705,USF Felgaria Rubeans,USF-A,12/30/2015,12/30/2015,ACES Vale do Sousa Norte,,ARS Norte,4610-102,Felgueiras,"Uni?o das freguesias de Margaride (Santa Eul lia), V rzea, Lagares, Varziela e Moure",Felgueiras,41.370500000000000,-8.202870000000001,PORTO,./0.png
-9.36044,39.1134,USF Santa Cruz,USF-A,12-10-15,12-10-15,ACES Oeste Sul,,ARS Lisboa e Vale do Tejo,2560-521,Silveira,Silveira,Torres Vedras,39.113399999999999,-9.360440000000001,LISBOA,./0.png
-8.03928,40.5485,USF Cƒndido Figueiredo,USF-A,12/28/2015,12/28/2015,ACES D?o Laf?es,,ARS Centro,3460-012,Canas de Santa Maria,Canas de Santa Maria,Tondela,40.548499999999997,-8.039280000000000,VISEU,./0.png
0,0,UCSP Afurada,UCSP,01-01-16,01-01-16,ACES Gaia,,ARS Norte,4400-785,Vila Nova de Gaia,Uni?o das freguesias de Santa Marinha e S?o Pedro da Afurada,Vila Nova de Gaia,,,PORTO,./0.png
-8.56521,40.999,UCSP Norte (Mozelos),UCSP,01-01-16,01-01-16,ACES Feira e Arouca,,ARS Norte,4535-159,Mozelos,Mozelos,Santa Maria da Feira,40.999000000000002,-8.565210000000000,AVEIRO,./0.png
-7.5469,38.6461,UCSP Norte (Arnaldo Sampaio),UCSP,01-11-16,01-11-16,ACES Pinhal Litoral,,ARS Centro,2425-617,Monte Redondo,Uni?o das freguesias de Monte Redondo e Carreira,Leiria,38.646099999999997,-7.546900000000000,LEIRIA,./0.png
-8.73545,40.0046,UCSP Vale do Arunca,UCSP,02-01-16,02-01-16,ACES Pinhal Litoral,,ARS Centro,3105-165,Louri‡al,Louri‡al,Pombal,40.004600000000003,-8.735450000000000,LEIRIA,./0.png
-7.48688,39.8313,UCSP S?o Miguel,UCSP,2/26/2016,2/26/2016,ACES Beira Interior Sul,ULS Castelo Branco,ARS Centro,6000-491,Castelo Branco,Castelo Branco,Castelo Branco,39.831299999999999,-7.486880000000000,CASTELO BRANCO,./0.png
-8.19963,41.3654,UCSP Jugueiros,UCSP,02-01-16,02-01-16,ACES Vale do Sousa Norte,,ARS Norte,4610-351,Jugueiros,Jugueiros,Felgueiras,41.365400000000001,-8.199630000000001,PORTO,./0.png
-8.62508,39.9174,USF S?o Martinho Pombal,USF-A,04-04-16,04-04-16,ACES Pinhal Litoral,,ARS Centro,3100-462,Pombal,Pombal,Pombal,39.917400000000001,-8.625080000000001,LEIRIA,./0.png
-8.63213,40.6462,USF Esgueira Mais,USF-A,4/26/2016,4/26/2016,ACES Baixo Vouga,,ARS Centro,3800-322,Esgueira,Esgueira,Aveiro,40.646200000000000,-8.632130000000000,AVEIRO,./0.png
-8.1991,39.4604,USF D. Francisco de Almeida,USF-A,5/30/2016,5/30/2016,ACES M‚dio Tejo,,ARS Lisboa e Vale do Tejo,2200-392,Abrantes,Uni?o das freguesias de Abrantes (S?o Vicente e S?o Jo?o) e Alferrarede,Abrantes,39.460400000000000,-8.199100000000000,SANTARM,./0.png
-8.26508,41.5742,USF Maria da Fonte,USF-A,5/27/2016,5/27/2016,ACES Gerˆs / Cabreira,,ARS Norte,4830-577,P¢voa de Lanhoso,P¢voa de Lanhoso (Nossa Senhora do Amparo),P¢voa de Lanhoso,41.574199999999998,-8.265079999999999,BRAGA,./0.png
0,0,USF Foral Novo,USF-A,06-01-16,06-01-16,ACES Lez¡ria,,ARS Lisboa e Vale do Tejo,2025-037,Alcanede,Alcanede,Santar‚m,,,SANTARM,./0.png
-8.42079,41.8428,UCSP Arcos de Valdevez,UCSP,6/21/2016,6/21/2016,ACES Alto Minho,ULS Alto Minho,ARS Norte,4970-458,Arcos de Valdevez,"Uni?o das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada",Arcos de Valdevez,41.842799999999997,-8.420790000000000,VIANA DO CASTELO,./0.png
-8.25466,40.93,USF Novo Norte,USF-A,07-01-16,07-01-16,ACES Feira e Arouca,,ARS Norte,4540-140,Arouca,Uni?o das freguesias de Arouca e Burgo,Arouca,40.930000000000000,-8.254659999999999,AVEIRO,./0.png
-7.50234,39.8221,UCSP S?o Tiago Sa£de,UCSP,6/15/2016,6/15/2016,ACES Beira Interior Sul,ULS Castelo Branco,ARS Centro,6000-152,Castelo Branco,Castelo Branco,Castelo Branco,39.822099999999999,-7.502340000000000,CASTELO BRANCO,./0.png
-7.91448,40.6449,USF Cidade Jardim,USF-A,08-01-16,08-01-16,ACES D?o Laf?es,,ARS Centro,3500-179,Viseu,Viseu,Viseu,40.644900000000000,-7.914480000000000,VISEU,./0.png
-8.48073,40.7864,USF Entre Margens,USF-A,10-01-16,10-01-16,ACES Aveiro Norte,,ARS Norte,3720-486,Pinheiro da Bemposta,"Uni?o das freguesias de Pinheiro da Bemposta, Travanca e Palmaz",Oliveira de Azem‚is,40.786400000000000,-8.480729999999999,AVEIRO,./0.png
-7.44694,37.2168,USF Baesuris,USF-A,10-03-16,10-03-16,ACES Algarve Sotavento,,ARS Algarve,8950-219,Castro Marim,Castro Marim,Castro Marim,37.216799999999999,-7.446940000000000,FARO,./0.png
-7.65061,37.1159,USF Balsa,USF-B,12-03-07,10-01-16,ACES Algarve Sotavento,,ARS Algarve,8800-534,Tavira,Santa Luzia,Tavira,37.115900000000003,-7.650610000000000,FARO,./0.png
-8.35915,41.6298,USF AmareSa£de,USF-B,07-01-11,10-01-16,ACES Gerˆs / Cabreira,,ARS Norte,4720-393,Ferreiros AMR,"Uni?o das freguesias de Ferreiros, Prozelo e Besteiros",Amares,41.629800000000003,-8.359150000000000,BRAGA,./0.png
-8.14757,41.3237,USF Hygeia,USF-B,11-08-10,10-01-16,ACES Vale do Sousa Norte,,ARS Norte,4615-595,Lixa,Uni?o das freguesias de Vila Cova da Lixa e Borba de Godim,Felgueiras,41.323700000000002,-8.147570000000000,PORTO,./0.png
-8.45545,41.5149,USF S?o Louren‡o,USF-B,05-02-11,10-01-16,ACES Braga,,ARS Norte,4705-414,Braga,"Uni?o das freguesias de Celeir¢s, Aveleda e Vimieiro",Braga,41.514899999999997,-8.455450000000001,BRAGA,./0.png
-8.46493,40.8478,USF La Salette,USF-B,12/14/2009,10-01-16,ACES Aveiro Norte,,ARS Norte,3720-287,Oliveira de Azem‚is,"Uni?o das freguesias de Oliveira de Azem‚is, Santiago da Riba-Ul, Ul, Macinhata da Seixa e Madail",Oliveira de Azem‚is,40.847799999999999,-8.464930000000001,AVEIRO,./0.png
-8.2725,41.2063,USF Uni?o Penafidelis,USF-B,7/29/2011,10-01-16,ACES Vale do Sousa Sul,,ARS Norte,4560-682,Penafiel,Penafiel,Penafiel,41.206299999999999,-8.272500000000001,PORTO,./0.png
-8.55704,41.2167,USF Ermesinde,USF-B,07-06-09,10-01-16,ACES Maia / Valongo,,ARS Norte,4445-401,Ermesinde,Ermesinde,Valongo,41.216700000000003,-8.557040000000001,PORTO,./0.png
-8.56147,41.4507,USF Viatodos,USF-B,11/29/2010,10-01-16,ACES Barcelos / Esposende,,ARS Norte,4775-270,Viatodos,"Uni?o das freguesias de Viatodos, Grimancelos, Minhot?es e Monte de Fral?es",Barcelos,41.450699999999998,-8.561470000000000,BRAGA,./0.png
-8.57223,41.1654,USF Novo Sentido,USF-B,12-05-11,10-01-16,ACES Porto Oriental,,ARS Norte,4350-230,Porto,Campanh?,Porto,41.165399999999998,-8.572229999999999,PORTO,./0.png
-8.76127,41.3859,USF Corino de Andrade,USF-B,12/30/2010,10-01-16,ACES P¢voa do Varzim / Vila do Conde,,ARS Norte,4490-602,P¢voa de Varzim,"Uni?o das freguesias da P¢voa de Varzim, Beiriz e Argivai",P¢voa de Varzim,41.385899999999999,-8.761270000000000,PORTO,./0.png
-8.26508,41.5742,USF d'As Terras de Lanhoso,USF-B,12/30/2009,10-01-16,ACES Gerˆs / Cabreira,,ARS Norte,4830-577,P¢voa de Lanhoso,P¢voa de Lanhoso (Nossa Senhora do Amparo),P¢voa de Lanhoso,41.574199999999998,-8.265079999999999,BRAGA,./0.png
-8.62078,41.1542,USF An¡bal Cunha,USF-B,10-04-12,10-01-16,ACES Porto Ocidental,,ARS Norte,4050-046,Porto,"Uni?o das freguesias de Cedofeita, Santo Ildefonso, S‚, Miragaia, S?o Nicolau e Vit¢ria",Porto,41.154200000000003,-8.620780000000000,PORTO,./0.png
-7.92744,40.8993,USF Montemuro,USF-B,12-09-10,10-01-16,ACES D?o Laf?es,,ARS Centro,3600-180,Castro Daire,Castro Daire,Castro Daire,40.899299999999997,-7.927440000000000,VISEU,./0.png
-8.48297,41.3468,USF Vil'Alva,USF-B,11/28/2008,10-01-16,ACES Santo Tirso / Trofa,,ARS Norte,4780-484,Santo Tirso,"Uni?o das freguesias de Santo Tirso, Couto (Santa Cristina e S?o Miguel) e Burg?es",Santo Tirso,41.346800000000002,-8.482970000000000,PORTO,./0.png
-7.41844,37.1903,USF Levante,USF-B,06-01-15,10-01-16,ACES Algarve Sotavento,,ARS Algarve,8900-211,Vila Real de Santo Ant¢nio,Vila Real de Santo Ant¢nio,Vila Real de Santo Ant¢nio,37.190300000000001,-7.418440000000000,FARO,./0.png
-9.16445,38.7143,USF Santo Condest vel,USF-B,12/28/2010,10-01-16,ACES Lisboa Ocidental e Oeiras,,ARS Lisboa e Vale do Tejo,1350-230,Lisboa,Campo de Ourique,Lisboa,38.714300000000001,-9.164450000000000,LISBOA,./0.png
-9.23459,38.7583,USF Arco-?ris,USF-B,10-12-09,10-01-16,ACES Amadora,,ARS Lisboa e Vale do Tejo,2704-511,Amadora,Venteira,Amadora,38.758299999999998,-9.234590000000001,LISBOA,./0.png
-9.12038,38.7254,USF Monte Pedral,USF-B,12-12-09,10-01-16,ACES Lisboa Central,,ARS Lisboa e Vale do Tejo,1900-028,Lisboa,Penha de Fran‡a,Lisboa,38.725400000000000,-9.120380000000001,LISBOA,./0.png
-9.06926,39.5957,USF Global,USF-B,07-01-13,10-01-16,ACES Oeste Norte,,ARS Lisboa e Vale do Tejo,2450-065,Nazar‚,Nazar‚,Nazar‚,39.595700000000001,-9.069260000000000,LEIRIA,./0.png
-8.81076,39.7365,USF Cidade do Lis,USF-B,09-03-13,11-01-16,ACES Pinhal Litoral,,ARS Centro,2410-272,Leiria,"Uni?o das freguesias de Leiria, Pousos, Barreira e Cortes",Leiria,39.736499999999999,-8.810760000000000,LEIRIA,./0.png
-8.21435,38.6523,USF Foral,USF-A,11-01-16,11-01-16,ACES Alentejo Central,,ARS Alentejo,7050-236,Montemor-o-Novo,"Uni?o das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",Montemor-o-Novo,38.652299999999997,-8.214350000000000,VORA,./0.png
-8.77232,41.7087,USF Cuidarte,USF-A,11-01-16,11-01-16,ACES Alto Minho,ULS Alto Minho,ARS Norte,4925-083,Portuzelo,Santa Marta de Portuzelo,Viana do Castelo,41.708700000000000,-8.772320000000001,VIANA DO CASTELO,./0.png
-9.13848,38.7148,USF da Baixa,USF-A,11/14/2016,11/14/2016,ACES Lisboa Central,,ARS Lisboa e Vale do Tejo,1100-390,Lisboa,Santa Maria Maior,Lisboa,38.714799999999997,-9.138479999999999,LISBOA,./0.png
-9.10043,38.78,USF Moscavide,USF-A,11/15/2016,11/15/2016,ACES Loures / Odivelas,,ARS Lisboa e Vale do Tejo,1885-100,Moscavide,Uni?o das freguesias de Moscavide e Portela,Loures,38.780000000000001,-9.100429999999999,LISBOA,./0.png
-7.75807,40.5964,USF Mangualde,USF-A,11/24/2016,11/24/2016,ACES D?o Laf?es,,ARS Centro,3534-010,Mangualde,"Uni?o das freguesias de Mangualde, Mesquitela e Cunha Alta",Mangualde,40.596400000000003,-7.758070000000000,VISEU,./0.png
-8.35915,41.6298,USF Entre Homem e C vado,USF-A,11/25/2016,11/25/2016,ACES Gerˆs / Cabreira,,ARS Norte,4720-393,Ferreiros AMR,"Uni?o das freguesias de Ferreiros, Prozelo e Besteiros",Amares,41.629800000000003,-8.359150000000000,BRAGA,./0.png
-9.1833,38.802,USF Colina de Odivelas,USF-A,11/29/2016,11/29/2016,ACES Loures / Odivelas,,ARS Lisboa e Vale do Tejo,2620-257,Ramada - Odivelas,Arruda dos Vinhos,Arruda dos Vinhos,38.802000000000000,-9.183299999999999,LISBOA,./0.png
-8.41449,41.5464,USF Salutis,USF-A,12-07-16,12-07-16,ACES Braga,,ARS Norte,4715-402,Braga,Uni?o das freguesias de Braga (S?o Jos‚ de S?o L zaro e S?o Jo?o do Souto),Braga,41.546399999999998,-8.414490000000001,BRAGA,./0.png
-9.23836,38.7282,USF Lusa,USF-A,12/14/2016,12/14/2016,ACES Lisboa Ocidental e Oeiras,,ARS Lisboa e Vale do Tejo,2795-110,Carnaxide,Uni?o das freguesias de Carnaxide e Queijas,Oeiras,38.728200000000001,-9.238360000000000,LISBOA,./0.png
-8.54561,37.138,USF Atlƒntico Sul,USF-A,12-12-16,12-12-16,ACES Algarve Barlavento,,ARS Algarve,8500-723,Portim?o,Portim?o,Portim?o,37.137999999999998,-8.545610000000000,FARO,./0.png
-8.14636,41.2214,USF Terras do Romƒnico,USF-A,12/16/2016,12/16/2016,ACES Baixo Tƒmega,,ARS Norte,4635-508,Toutosa,Santo Isidoro e Livra‡?o,Marco de Canaveses,41.221400000000003,-8.146360000000000,PORTO,./0.png
-9.331,38.7957,USF Tapada,USF-A,12/15/2016,12/15/2016,ACES Sintra,,ARS Lisboa e Vale do Tejo,2725-556,Tapada das Mercˆs,Algueir?o-Mem Martins,Sintra,38.795699999999997,-9.331000000000000,LISBOA,./0.png
